GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1500000US250173124001,250173124001,"Block Group 1, Census Tract 3124, Middlesex County, Massachusetts",$-,$**
1500000US250173164006,250173164006,"Block Group 6, Census Tract 3164, Middlesex County, Massachusetts",$-,$**
1500000US250173418006,250173418006,"Block Group 6, Census Tract 3418, Middlesex County, Massachusetts",$-,$**
1500000US250173424005,250173424005,"Block Group 5, Census Tract 3424, Middlesex County, Massachusetts",$-,$**
1500000US250173501031,250173501031,"Block Group 1, Census Tract 3501.03, Middlesex County, Massachusetts",$-,$**
1500000US250173506001,250173506001,"Block Group 1, Census Tract 3506, Middlesex County, Massachusetts",$-,$**
1500000US250173530001,250173530001,"Block Group 1, Census Tract 3530, Middlesex County, Massachusetts",$-,$**
1500000US250173530003,250173530003,"Block Group 3, Census Tract 3530, Middlesex County, Massachusetts",$-,$**
1500000US250173531021,250173531021,"Block Group 1, Census Tract 3531.02, Middlesex County, Massachusetts",$-,$**
1500000US250173531022,250173531022,"Block Group 2, Census Tract 3531.02, Middlesex County, Massachusetts",$-,$**
1500000US250173531023,250173531023,"Block Group 3, Census Tract 3531.02, Middlesex County, Massachusetts",$-,$**
1500000US250173536005,250173536005,"Block Group 5, Census Tract 3536, Middlesex County, Massachusetts",$-,$**
1500000US250173537003,250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",$-,$**
1500000US250173537004,250173537004,"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",$-,$**
1500000US250173539003,250173539003,"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",$-,$**
1500000US250173601001,250173601001,"Block Group 1, Census Tract 3601, Middlesex County, Massachusetts",$-,$**
1500000US250173688001,250173688001,"Block Group 1, Census Tract 3688, Middlesex County, Massachusetts",$-,$**
1500000US250173836002,250173836002,"Block Group 2, Census Tract 3836, Middlesex County, Massachusetts",$-,$**
1500000US250173883001,250173883001,"Block Group 1, Census Tract 3883, Middlesex County, Massachusetts",$-,$**
1500000US250173883003,250173883003,"Block Group 3, Census Tract 3883, Middlesex County, Massachusetts",$-,$**
1500000US250179800001,250179800001,"Block Group 1, Census Tract 9800, Middlesex County, Massachusetts",$-,$**
1500000US250214001001,250214001001,"Block Group 1, Census Tract 4001, Norfolk County, Massachusetts",$-,$**
1500000US250214009002,250214009002,"Block Group 2, Census Tract 4009, Norfolk County, Massachusetts",$-,$**
1500000US250214222001,250214222001,"Block Group 1, Census Tract 4222, Norfolk County, Massachusetts",$-,$**
1500000US250250002024,250250002024,"Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts",$-,$**
1500000US250250005024,250250005024,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",$-,$**
1500000US250250005044,250250005044,"Block Group 4, Census Tract 5.04, Suffolk County, Massachusetts",$-,$**
1500000US250250006023,250250006023,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",$-,$**
1500000US250250007011,250250007011,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",$-,$**
1500000US250250007012,250250007012,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",$-,$**
1500000US250250007013,250250007013,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",$-,$**
1500000US250250007031,250250007031,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",$-,$**
1500000US250250007032,250250007032,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",$-,$**
1500000US250250007042,250250007042,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",$-,$**
1500000US250250007043,250250007043,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",$-,$**
1500000US250250007044,250250007044,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",$-,$**
1500000US250250008021,250250008021,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",$-,$**
1500000US250250008025,250250008025,"Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts",$-,$**
1500000US250250008031,250250008031,"Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts",$-,$**
1500000US250250008032,250250008032,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",$-,$**
1500000US250250101032,250250101032,"Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts",$-,$**
1500000US250250101033,250250101033,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",$-,$**
1500000US250250102031,250250102031,"Block Group 1, Census Tract 102.03, Suffolk County, Massachusetts",$-,$**
1500000US250250102032,250250102032,"Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts",$-,$**
1500000US250250102041,250250102041,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",$-,$**
1500000US250250103001,250250103001,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",$-,$**
1500000US250250104031,250250104031,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",$-,$**
1500000US250250104032,250250104032,"Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts",$-,$**
1500000US250250104033,250250104033,"Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts",$-,$**
1500000US250250104042,250250104042,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",$-,$**
1500000US250250104051,250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",$-,$**
1500000US250250104053,250250104053,"Block Group 3, Census Tract 104.05, Suffolk County, Massachusetts",$-,$**
1500000US250250105001,250250105001,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",$-,$**
